NOM;DOSAGE1;FORME
FARLUTAL;500;COMPRIME
ORALGAN CODEINE;300 / 25;COMPRIME
NAPROGEL;10;GEL
ACIDE DEXTROSE EM 80 DI;;SOLUTE CONCENTRE
ZAMOX;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
SCANDICAINE 3 %;54;SOLUTION INJECTABLE POUR USAGE DENTAIRE
ARGININE VEYRON;150;SIROP
VISCERALGINE;20;SUPPOSITOIRE
CANAFLUCAN;150;GELULE
ULCEMAT;200;COMPRIME
LEDERFOLINE;5;SOLUTION INJECTABLE
INFANRIX HEXA;;POUDRE ET SOLVANT POUR SUSPENSION INJECTABLE
TYKERB;250;COMPRIME
TYKERB;250;COMPRIME
AVLOCARDYL LP;160;GELULE LP
TASIGNA 200MG;200;CAPSULE
TASIGNA 200MG;200;CAPSULE
CELESTENE;2;COMPRIME DISPERSIBLE SECABLE
PRIMPERAN;0.1;SOLUTION BUVABLE
PRIMPERAN;0.1;SOLUTION BUVABLE
BOTOX;100;POUDRE POUR SOLUTION INJECTABLE
STERDEX;0.267 / 1335;POMMADE OPHTALMIQUE
UROFLOX;200;COMPRIME ENROBE
FERPLEX 40 MG/15 ML;40;SOLUTION BUVABLE
INOPRIL 8 MG;8;COMPRIME SECABLE
MODINE;30;COMPRIME ENROBE
ALFAPROXINE;500;COMPRIME PELLICULE
ALFAPROXINE;500;COMPRIME PELLICULE
PROZAC;20;GELULE
LOWRAC;5;GELULE
SEDATIF PC;;SUPPOSITOIRE
DELTAZINE 4% SANS VASOCONSTRICTEUR;72;SOLUTION INJECTABLE
SERETIDE 250;250 / 25;SUSPENSION POUR INHALATION
LOSARTAN GT;50;COMPRIME PELLICULE SECABLE
CLOFENE;50;SUPPOSITOIRE
FLUPEN 250 MG/5 ML;250;POUDRE POUR SUSPENSION BUVABLE
DIVINA;2 / 10;COMPRIME
DICLO PHARMA 5;75;SOLUTION INJECTABLE
PROTAMINE CHOAY;1000;SOLUTION INJECTABLE
ONIFINE;250;COMPRIME
ONIFINE;250;COMPRIME
NOMYC;50;GELULE
NOMYC;50;GELULE
MENAELLE 100 MG;100;CAPSULE MOLLE
FASIGYNE;500;COMPRIME ENROBE
ULCEMAT;400;COMPRIME
TRIATEC;5;COMPRIME SECABLE
ACTONEL;35;COMPRIME PELLICULE
INIKAL 5 MG;5;COMPRIME
CERAZETTE;0.075;COMPRIME ENROBE
FLOCIP;250;COMPRIME PELLICULE
FLOCIP;250;COMPRIME PELLICULE
LACRINORM;0.2;GEL OPHTALMIQUE
TRICEF IM;1;POUDRE POUR SOLUTION INJECTABLE
FELDENE;0.5;GEL
DECADRON;0.5;COMPRIME SECABLE
CARVEDILOL GT;25;COMPRIME SECABLE
VASURIX 20 MG;20;COMPRIME ENROBE
VASURIX 20 MG;20;COMPRIME ENROBE
UMATROPE;4;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
KALEST;20;GELULE
KALEST;20;GELULE
NEO-CODION;25;COMPRIME ENROBE
TIAGAM;200;COMPRIME SECABLE
TIAGAM;200;COMPRIME SECABLE
PRETERAX;0.625 / 2.5;COMPRIME PELLICULE
SPIRALIDE;1.5;COMPRIME SECABLE
FARMORUBICINE;10 / 5;POUDRE POUR PERFUSION
GRACIAL;125 / 30;COMPRIME PELLICULE
MAG 2;122;SOLUTION BUVABLE
RIFODERM;250 / 250;POMMADE
GASTROPULGITE;2.5 / 0.5;POUDRE POUR SOLUTION BUVABLE
GENTOSYL;20;SOLUTION INJECTABLE
EXACYL;500;COMPRIME PELLICULE
ODRIK 2 MG;2;GELULE
PHENOCILLINE;1;COMPRIME SECABLE
ROACCUTANE;20;CAPSULE MOLLE
BERLOCID 960;800 / 160;COMPRIME
DOLCISPRAY;4;SOLUTION POUR APPLICATION LOCALE
DIVIDO;75;GELULE A LP
ALLERGODIL;0.05;COLLYRE
CHRONADALATE L.P;20;COMPRIME OSMOTIQUE LP
HISTANORM;10;COMPRIME
ZERIT;40;GELULE
MICROPAQUE;100;SUSPENSION BUVABLE OU RECTALE
NOZINAN;100;COMPRIME PELLICULE SECABLE
BETADINE;10;GEL
ERY 500 MG;500;COMPRIME
CARTEOL LP;2;COLLYRE LP
PREGNYL;1500;PREPARATION INJECTABLE
PREGNYL;1500;PREPARATION INJECTABLE
CETAMYL;170;SUPPOSITOIRE
CARDENSIEL 1.25 MG;1.25;COMPRIME PELLICULE
CEFTRIAXONE MYLAN 1G/3,5ML;1;POUDRE POUR SOLUTION INJECTABLE
ONSET;8;COMPRIME PELLICULE
GEPRID;3;COMPRIME
GEPRID;3;COMPRIME
TRISULFA;800 / 160;COMPRIME
CLOFENE;1;EMULSION GELIFIEE
RUPTON;4 / 50;GELULE LP
OFLUREX;200;COMPRIME PELLICULE
RELAXOL;500 / 2;COMPRIME ENROBE GASTRO-RESISTANT
CLAMOXYL;500;GELULE
PROPOFOL MYLAN 20 MG/ML;20;EMULSION INJECTABLE
OEDES 40MG;40;LYOPHILISAT POUR SOLUTION INJECTABLE
ZUCAM;500 / 20 / 10 / 50;GRANULE EFFERVESCENT
EFDOL;80;SUPPOSITOIRE
BUTAMYL;2;SOLUTION BUVABLE
NORCURON;10;POUDRE POUR SOLUTION INJECTABLE
AVANDAMET;2 / 500;COMPRIME PELLICULE
AVANDAMET;2 / 500;COMPRIME PELLICULE
INOPRIL 4 MG;4;COMPRIME SECABLE
CHAMPIX;1;COMPRIME PELLICULE
AMOXIL;500;GELULE
DACRYOSERUM;1.8 / 1.2;SOLUTION POUR LAVAGE OCCULAIRE
ZIDOVIR;50;SOLUTION BUVABLE
CARBOPLATINE MYLAN;450;SOLUTION POUR PERFUSION
RETALZEM;180;GELULE LP
FELDENE;20;GELULE
FLUCONAZOLE GT 50 MG;50;GELULE
ADIZEM;300;GELULE LP
SPASMYL;0.787;GRANULE POUR SUSPENSION BUVABLE
SPASMYL;0.787;GRANULE POUR SUSPENSION BUVABLE
DIFFU-K;600;GELULE
NEOFORTAN;150;SUPPOSITOIRE
ALFAMOX;250;POUDRE POUR SUSPENSION BUVABLE
ALFAMOX;250;POUDRE POUR SUSPENSION BUVABLE
TITANOREINE;2.5 / 2;CREME RECTALE
TILCOTIL;20;COMPRIME PELLICULE SECABLE
S-CITAP 5 MG;5;COMPRIME PELLICULE
ACT HIB;;POUDRE POUR SUSPENSION INJECTABLE
NEOMOX;250;COMPRIME DISPERSIBLE
CUTIVATE;5;POMMADE
EXELON PATCH 5;9;DISPOSITIF TRANSDERMIQUE
SOLU MEDROL;120;POUDRE POUR SOLUTION INJECTABLE
TRIXAZOL FORT;200 / 40;SUSPENSION BUVABLE
CLAMOXYL;125;POUDRE POUR SUSPENSION BUVABLE
MOLGAM 200 MG;200;COMPRIME
AERIUS;5;COMPRIME ENROBE
SOLACY PEDIATRIQUE;36.3 / 11;COMPRIME POUR SUSPENSION BUVABLE
DAKTARIN;2;GEL BUCCAL
AVELOX;400;COMPRIME ENROBE
FLUCON;0.1;COLLYRE
MONURIL ADULTE 3G;3;GRANULE POUR SOLUTION BUVABLE
EXFORGE HCT 5MG/160MG/12.5MG;5/160/12.5;COMPRIME PELLICULE
BENCLAMID;5;COMPRIME
OKARUBICIN;50;LYOPHILISAT POUR SOLUTION INJECTABLE
HALOPERIDOL;1;COMPRIME
DAIVOBET 50µG/0.5MG/G;50 / 0.5;POMMADE
MOBIC;7.5;COMPRIME
FLIXOTIDE DISKUS;500;SUSPENSION POUR INHALATION
LOVENOX;30000;SOLUTION INJECTABLE
ALFAPROXINE;500;COMPRIME PELLICULE
ALFAPROXINE;500;COMPRIME PELLICULE
VOLTARENE;75;SOLUTION INJECTABLE
STEROGYL GOUTTES;2;SOLUTION POUR GOUTTES BUVABLES
VOLTARENE;100;SUPPOSITOIRE
NUPENTIN;300;GELULE
DIVIDO;75;GELULE A LP
HIBERIX;;PREPARATION INJECTABLE
PIMLO 5MG;5;COMPRIME
VOLMAX;8;COMPRIME LP
INEXIUM;40;COMPRIME PELLICULE GASTRO-RESISTANT
EQUORAL;100;CAPSULE MOLLE
IRINOCYT 40 MG/2ML;40;SOLUTION A DILUER POUR PERFUSION
STARMOX;250;POUDRE POUR SUSPENSION BUVABLE
JOSACINE NOURISSON;125;GRANULE POUR SUSPENSION BUVABLE
VACCIN BCG SSI;;POUDRE POUR INSTILLATION INTRAVESICALE
PAROXETINE GT 20MG;20;COMPRIME PELLICULE
HIBOR 5000 UI ANTI XA;5000;SOLUTION INJECTABLE
AUGMENTIN;500 / 62.5;COMPRIME PELLICULE
LEDERFOLINE;15;COMPRIME SECABLE
SUTENT;25;GELULE
DALACINE T TOPIC;10;SOLUTION POUR APPLICATION LOCALE
BI-TILDIEM LP;120;COMPRIME LP
BI-TILDIEM LP;120;COMPRIME LP
LEVOTHYROX;50;COMPRIME SECABLE
PRISDAL;3;COMPRIME PELLICULE
PRISDAL;3;COMPRIME PELLICULE
POLYDEXA;0.65 / 1;SOLUTION AURICULAIRE
HAVRIX (ADULTE);1440;SUSPENSION INJECTABLE
EFFERALGAN VIT C;330 / 200;COMPRIME EFFERVESCENT
IPP;20;GELULE GASTRO-RESISTANTE
VINCRISTINE COOPER;1;SOLUTION INJECTABLE
VINCRISTINE COOPER;1;SOLUTION INJECTABLE
BICARBONATE SLF103;;SOLUTE CONCENTRE
PEDIAZOLE;200 / 600;GRANULE POUR SIROP
BECIDOUZE;250 / 250;COMPRIME DRAGEIFIE
ASPRO;500;COMPRIME EFFERVESCENT
PAROXETINE GT 20MG;20;COMPRIME PELLICULE
DIPROSTENE;5;SUSPENSION INJECTABLE
AZILIDE 200 MG/5 ML;200;POUDRE POUR SUSPENSION BUVABLE
ATENOR;100;COMPRIME SECABLE
ERCEFURYL;4;SUSPENSION BUVABLE
ALLERGOCROM;20;COLLYRE
MERCRYL;5 / 2;SOLUTION MOUSSANTE POUR APPLICATION LOCALE
SOLUPRED;1;SOLUTION POUR GOUTTES BUVABLES
CANESTEN;1;CREME
MAGNEVIST;469.01 / 0.99;SOLUTION INJECTABLE
OXAPLATINE MYLAN 5 MG/ML;100;POUDRE POUR PERFUSION
MEDIZAPIN 7.5 MG;7.5;COMPRIME PELLICULE
ISOLONE;5;COMPRIME
TENSIOTEC;2.5;GELULE
MEGASFON;150 / 150;SUPPOSITOIRE
MEZOR 40 MG;40;GELULE GASTRO-RESISTANTE
TYPHIM VI;;SOLUTION INJECTABLE
AZ;200;POUDRE POUR SUSPENSION BUVABLE
ZELMAC;6;COMPRIME
ACNO 30 MG;31.50;CAPSULE MOLLE
ACNO 30 MG;31.50;CAPSULE MOLLE
BRUXICAM;1;CREME
ZOFRAN;4;COMPRIME PELLICULE
DOLMAX F.T. 250;250;COMPRIME ORODISPERSIBLE
SANDIMMUN;50;SOLUTION POUR PERFUSION
INSULINE MIXTARD 30 HM;100;SUSPENSION INJECTABLE INTERMEDIAIRE
WELLBUTRIN XR 300 MG;300;COMPRIME PELLICULE LM
NOVEX;2000;SOLUTION INJECTABLE
FLUPEN 500 MG;500;GELULE
ALLOCHRYSINE;100;SOLUTION INJECTABLE
TRIMEDAT;0.787;GRANULE POUR SUSPENSION BUVABLE
STREPTOCID;250;POUDRE POUR SUSPENSION BUVABLE
APIDRA;100;SOLUTION INJECTABLE
SPASFON;80 / 80;COMPRIME ENROBE
SPASFON;80 / 80;COMPRIME ENROBE
FONGICAN 150 MG;150;GELULE
COVERSYL;10;COMPRIME PELLICULE
COLIMYCINE;0.25;POUDRE POUR SUSPENSION BUVABLE
NORISTERAT;200;SOLUTION INJECTABLE
NORISTERAT;200;SOLUTION INJECTABLE
NAPROXENE PHARMA FORT;550;GELULE
BETASTENE 2 MG;2;COMPRIME DISPERSIBLE
TIM-87 0,25 %;0.25;COLLYRE
DOUCIA PLUS;NA / 27;POMMADE
MEFSAL;7.5;COMPRIME
HEXABRIX;320;SOLUTION INJECTABLE
ANAFRANIL;25;SOLUTION INJECTABLE
ICANAL;20;COMPRIME
TRITAZIDE 10MG / 12.5MG;10 / 12.5;COMPRIME SECABLE
LOVENOX;8000;SOLUTION INJECTABLE
MAZAX 100 MG;100;POUDRE POUR SUSPENSION BUVABLE
DONTOMYCINE;1.5;COMPRIME PELLICULE
TRIADOL;100;SOLUTION INJECTABLE
MAG 2;100;COMPRIME
RELPAX;20;COMPRIME ENROBE GASTRO-RESISTANT
DUOXOL;500 / 2;COMPRIME SECABLE
SEDATIF PC;;GRANULE
MYOLASTAN;50;COMPRIME PELLICULE SECABLE
PROFENID;100;SUPPOSITOIRE
ESAC 20 MG;20;GELULE
ESAC 20 MG;20;GELULE
POLYCLAR;250;COMPRIME ENROBE
PRIORIX;;PREPARATION INJECTABLE
DOLOSTOP;80;SUPPOSITOIRE
DOXORUBICINE EBEWE;50;SOLUTION POUR PERFUSION
ACNO 30 MG;31.50;CAPSULE MOLLE
ACNO 30 MG;31.50;CAPSULE MOLLE
METHOTREXATE MYLAN 50 MG/2 ML;50;SOLUTION INJECTABLE
METHOTREXATE MYLAN 50 MG/2 ML;50;SOLUTION INJECTABLE
RETACNYL;0.05;CREME
NORMOGASTRYL;170 / 285;COMPRIME EFFERVESCENT
LIFONGID 250MG;250;COMPRIME
LIFONGID 250MG;250;COMPRIME
FLUDEX;2.5;COMPRIME PELLICULE
GLYCEMAT 30 MG LM;30;COMPRIME LM
HEXABRIX;320;SOLUTION INJECTABLE
DULCILARMES;10;COLLYRE
BROXYL 0.3%;0.3;SOLUTION BUVABLE
ANZATAX;150;SOLUTION A DILUER POUR PERFUSION
ANZATAX;150;SOLUTION A DILUER POUR PERFUSION
VIAGRA;100;COMPRIME ENROBE
ALGOTROPYL 400;400 / 10;SUPPOSITOIRE
ROXID;220;SUSPENSION BUVABLE
CARBOPLATINE MYLAN;150;SOLUTION POUR PERFUSION
BISEDAL;400 / 30;GELULE
PREMOCEFAL;125;POUDRE POUR SUSPENSION BUVABLE
VOLTARENE;25;COMPRIME ENROBE GASTRO-RESISTANT
QUINOLOX;200;COMPRIME PELLICULE
OROKEN;200;COMPRIME PELLICULE
SIRDALUD;4;COMPRIME SECABLE
PRASTENOR 40MG;40;COMPRIME SECABLE
PENAMOX;125;POUDRE POUR SUSPENSION BUVABLE
ULCESTOP;800;COMPRIME DISPERSIBLE
CARBOPLATINE DBL;150;SOLUTION POUR PERFUSION
CARBOPLATINE DBL;150;SOLUTION POUR PERFUSION
TOFRANIL;25;COMPRIME ENROBE
METHOTREXATE BIODIM;25;SOLUTION INJECTABLE
MIVACRON;20;SOLUTION INJECTABLE
TOTAPEN;250;POUDRE POUR SOLUTION INJECTABLE
CYCLOMIDE NOVOPHARMA 1000 MG;1;POUDRE POUR USAGE PARENTERAL
XYLOCAINE VISQUEUSE;2;GEL BUCCAL
DISPAMOX;250;POUDRE POUR SUSPENSION BUVABLE
DAONIL;5;COMPRIME SECABLE
TIM-87 0,25 %;0.25;COLLYRE
INSULINE MIXTARD 30 HM PENFILL;100;SUSPENSION INJECTABLE INTERMEDIAIRE
VISKEN QUINZE;15;COMPRIME SECABLE
PNEUMOREL;80;COMPRIME ENROBE
CACIT VITAMINE D3;1 / 880;GRANULE EFFERVESCENT
INTRALOTINE;1;POUDRE POUR SOLUTION INJECTABLE
TEMGESIC;0.2;COMPRIME SUBLINGUAL
TAHOR;10;COMPRIME PELLICULE
DANTRON;4;SOLUTION INJECTABLE
LAROSCORBINE ZINC;1000 / 10;COMPRIME EFFERVESCENT
BUDENA;100;SUSPENSION NASALE
BUDENA;100;SUSPENSION NASALE
ACIDE SLF121;;SOLUTE CONCENTRE
KEFZOL;1;POUDRE POUR SOLUTION INJECTABLE
ACNO 20 MG;20;CAPSULE MOLLE
LORCARD;5;COMPRIME
LORCARD;5;COMPRIME
OPATAMOL;1;COLLYRE
AMPICILLINE LLORENTE;500;GELULE
MYCOSTER;8;SOLUTION POUR APPLICATION LOCALE
STIMYCINE;2.09;SOLUTION POUR APPLICATION LOCALE
REVOCIR;800;COMPRIME
DRILL TOUX SÈCHE ENF.;5;SIROP
ALKERAN 2 MG;2;COMPRIME PELLICULE
HUMALOG MIX 25;100;SUSPENSION INJECTABLE INTERMEDIAIRE
REBETOL;200;GELULE
TRITAZIDE;5 / 25;COMPRIME
TRITAZIDE;5 / 25;COMPRIME
REVLIMID 5 MG;5;GELULE
EXFORGE 5 MG/160 MG;5 / 160;COMPRIME PELLICULE
EXFORGE 5 MG/160 MG;5 / 160;COMPRIME PELLICULE
SOLIAN;200;COMPRIME SECABLE
DOLIPRANE;500;COMPRIME SECABLE
CARBACTIVE;120;GELULE
MYRIN 100;100;COMPRIME ENROBE
MYRIN 100;100;COMPRIME ENROBE
TAGAMET;200;COMPRIME PELLICULE
TAGAMET;200;COMPRIME PELLICULE
AMLOR;5;COMPRIME
FLUOCARIL BF 180;0.18;GEL DENTIFRICE
OXALIPLATINE WIN 5 MG/ML;100;POUDRE POUR SOLUTION POUR PERFUSION
ESTULIC;2;COMPRIME SECABLE
ETOPOSIDE COOPER;100;SOLUTION A DILUER POUR PERFUSION
ETOPOSIDE COOPER;100;SOLUTION A DILUER POUR PERFUSION
DUROGESIC 12 µG/H;12;DISPOSITIF TRANSDERMIQUE
CITRARGININE;1 / 0.5;SOLUTION BUVABLE
ACNO 10 MG;10;CAPSULE MOLLE
TOTAPEN;1;POUDRE POUR SOLUTION INJECTABLE
SERTRALINE GT;50;COMPRIME PELLICULE
SERTRALINE GT;50;COMPRIME PELLICULE
PHYSIOMYCINE;300;GELULE
NATEAD;;PREPARATION INJECTABLE
TEGUMA;250;COMPRIME
VASCOR LM;35;COMPRIME ENROBE LM
VASCOR LM;35;COMPRIME ENROBE LM
DIFFERINE;0.1;CREME
BIOTIC PLUS;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
IPOSEC;30;GELULE GASTRO-RESISTANTE
AMAREL;3;COMPRIME
FORTRANS;64;POUDRE POUR SOLUTION BUVABLE
FLUSTAPH;500;GELULE
VALDOXAN 25 MG;25;COMPRIME PELLICULE
ZORAC;0.05;GEL
PARANTAL 300 MG;300;GRANULE
DOCETAXEL COOPER 80 MG;80;SOLUTION A DILUER POUR PERFUSION
CHEMOSET 2MG/ML;4;SOLUTION INJECTABLE
ALGANTIL;200;COMPRIME ENROBE GASTRO-RESISTANT
GARDENAL;50;COMPRIME
VALIUM;2;COMPRIME SECABLE
ULCESTOP;400;COMPRIME EFFERVESCENT
LITAK 10;10;SOLUTION POUR INJECTION SOUS-CUTANEE OU PERFUSION IV
NEOCLAV 1 G/ 125 MG;1 / 125;POUDRE POUR SUSPENSION BUVABLE
ERY 125 MG;125;GRANULE POUR SUSPENSION BUVABLE
EPIVIR;10;SOLUTION BUVABLE
OLMETEC;20;COMPRIME PELLICULE
PHARMAFLAM;50;COMPRIME
DOCETAXEL HOSPIRA 10 MG/ML;20;SOLUTION A DILUER POUR PERFUSION
MICROPAQUE SCANNER;7.5;SUSPENSION BUVABLE OU RECTALE
DERZOL;150;GELULE
EURAX;10;CREME
DOLIPRANE;500;POUDRE POUR SOLUTION BUVABLE
CORDARONE;150;SOLUTION POUR PERFUSION
DEPAKINE CHRONO;500;COMPRIME PELLICULE SECABLE A LP
DISPAMOX 500 MG;500;POUDRE POUR SUSPENSION BUVABLE
EFFEXOR;37.5;GELULE LP
CHRONADALATE L.P;30;COMPRIME OSMOTIQUE LP
TARDYFERON;80;COMPRIME ENROBE
RELENZA;5;POUDRE POUR INHALATION
CYTARABINE EBEWE;500;SOLUTION POUR PERFUSION
FEBREX SANS SUCRE ADULTE;0.025 / 0.5 / 0.2;GRANULE POUR SOLUTION BUVABLE
FUNGIZONE;10;SUSPENSION BUVABLE
AMCARD;5;COMPRIME
IPOSEC;30;GELULE GASTRO-RESISTANTE
ARES;250;COMPRIME PELLICULE
WELLBUTRIN XR 300 MG;300;COMPRIME PELLICULE LM
WELLBUTRIN XR 300 MG;300;COMPRIME PELLICULE LM
CANAFLUCAN;50;GELULE
CANAFLUCAN;50;GELULE
TRIFAX;2;POUDRE POUR PERFUSION
BICARBONATE SLF91;;SOLUTE CONCENTRE
SURGESTONE;0.5;COMPRIME
SURGESTONE;0.5;COMPRIME
LAROXYL;4;SOLUTION POUR GOUTTES BUVABLES
LAROXYL;4;SOLUTION POUR GOUTTES BUVABLES
ACNO 10 MG;10;CAPSULE MOLLE
DEFLAZACORTE GT 30 MG;30;COMPRIME SECABLE
TIMOPTOL LP;0.5;COLLYRE LP
MOLGAM 100 MG;100;COMPRIME
TRAMAL;100;SUPPOSITOIRE
VEINAMITOL;3500;POUDRE POUR SOLUTION BUVABLE
LODOZ;2.5 / 6.25;COMPRIME PELLICULE
TIBERAL;500;COMPRIME ENROBE
MAXICLAV;1 / 125;POUDRE POUR SUSPENSION BUVABLE
PONSTYL;500;SUPPOSITOIRE
TARGOCID;400;POUDRE POUR SOLUTION INJECTABLE
BERLOCID 960;800 / 160;COMPRIME
OSMOTAN G 5%;50 / 4;SOLUTION POUR PERFUSION
SK-F 12;;SOLUTE CONCENTRE
OPTICILLINE;1;POUDRE POUR USAGE PARENTERAL
CARBOPLATINE COOPER;450;SOLUTION POUR PERFUSION
CARBOPLATINE COOPER;450;SOLUTION POUR PERFUSION
DEXAMETHASONE MYLAN;20;SOLUTION INJECTABLE
APETINE;40;SIROP
ATROVENT;0.5;SOLUTION POUR INHALATION PAR NEBULISEUR
ATROVENT;0.5;SOLUTION POUR INHALATION PAR NEBULISEUR
AMOXIL;1;COMPRIME DISPERSIBLE
DIFAL 1 %;1;GEL
AMCARD;10;COMPRIME
TRIMEDAT;150;GELULE
S-CITAP 10 MG;10;COMPRIME PELLICULE
DOXYMYCINE;100;COMPRIME DISPERSIBLE
ZIDOVIR;100;GELULE
ZYLORIC;100;COMPRIME
ZYLORIC;100;COMPRIME
YAZ;0.02 / 3;COMPRIME PELLICULE
INFERON;9;SOLUTION INJECTABLE
FLUCONAZOLE WIN 150 MG;150;GELULE
FLUCONAZOLE WIN 150 MG;150;GELULE
RISPERDALORO 4 MG;4;COMPRIME ORODISPERSIBLE
CUROSURF 120 MG;120;SUSPENSION POUR INSTILLATION ENDOTRACHEO-BRONCHIQUE
CUROSURF 120 MG;120;SUSPENSION POUR INSTILLATION ENDOTRACHEO-BRONCHIQUE
LUVERIS 75 UI;75;PREPARATION INJECTABLE
LUVERIS 75 UI;75;PREPARATION INJECTABLE
SULFOBACTIN;500;COMPRIME
CLAMOXYL;250;COMPRIME DISPERSIBLE
ELOXATINE 5 MG/ML;100;POUDRE POUR SOLUTION POUR PERFUSION
MYCOPHARM;100000;SUSPENSION BUVABLE
TRIACEPHINE PHARMA5;500;PREPARATION PARENTERALE
SUTENT;50;GELULE
CLAVAM;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
DOMPELIUM 10 MG;10;COMPRIME PELLICULE
SEPTAZIDE;200;GELULE
LAMICTAL;100;COMPRIME DISPERSIBLE
LOWRAC;5;GELULE
LOXEN LP;50;GELULE LP
FRAXIPARINE;3800;SOLUTION INJECTABLE
STRESAM;50;GELULE
BICALUTAMIDE GT;50;COMPRIME PELLICULE
BICALUTAMIDE GT;50;COMPRIME PELLICULE
DERMOVAL;0.05;CREME
CARBOXYL;5;SIROP
YRANOL EUGENOL;4.1;SOLUTION POUR APPLICATION LOCALE
EFFIPRED;20;COMPRIME EFFERVESCENT
CEZIN;10;COMPRIME
CEZIN;10;COMPRIME
NOVOCLIN;1 / 125;POUDRE POUR SUSPENSION BUVABLE
CYCLO 3;1.5 / 100;SOLUTION BUVABLE
HEXABRIX;160;SOLUTION INJECTABLE
POTEX;1000;POUDRE POUR SOLUTION INJECTABLE
NITROGLICERINE PH&T 5 MG/ML;5;SOLUTION INJECTABLE POUR PERFUSION
NITROGLICERINE PH&T 5 MG/ML;5;SOLUTION INJECTABLE POUR PERFUSION
PERVITAL;4;COMPRIME
SOLIAN 400 MG;400;COMPRIME PELLICULE SECABLE
SOLIAN 400 MG;400;COMPRIME PELLICULE SECABLE
ACLAV;500 / 62.5;POUDRE POUR SUSPENTION BUVABLE
HEXTRIL;0.1;SOLUTION POUR BAIN DE BOUCHE
HEXTRIL;0.1;SOLUTION POUR BAIN DE BOUCHE
HIPOTENSIL;25;COMPRIME
CHAMPIX;1;COMPRIME PELLICULE
GALIRENE;0.15 / 0.4;SOLUTION BUVABLE
OSPAMOX;250;GRANULE POUR SUSPENSION BUVABLE
FIXICAL;500;COMPRIME A CROQUER
TRIACEPHINE PHARMA5;500;PREPARATION PARENTERALE
TUNELUZ;20;GELULE
TRAMIUM 200MG;200;GELULE LP
TRAMIUM 200MG;200;GELULE LP
EXJADE;250;COMPRIME DISPERSIBLE
EXJADE;250;COMPRIME DISPERSIBLE
NEOCLAV 500 MG /62.5 MG;500 / 62.5;POUDRE POUR SUSPENSION BUVABLE
NEOCLAV 500 MG/ 62.5 MG;500 / 62.5;POUDRE POUR SUSPENSION BUVABLE
BIOMOX;1;COMPRIME DISPERSIBLE
CLAMOXYL;250;POUDRE POUR SUSPENSION BUVABLE
RHINATHIOL ADULTES EXPECTORANT;5;SIROP
SKINOSONE;0.05;CREME
DOTAREM;0.5;SOLUTION INJECTABLE
FLOXAM;1;PREPARATION INJECTABLE
MOPRAL;40;LYOPHILISAT POUR PERFUSION
SEREVENT;25;SUSPENSION POUR INHALATION
FELDENE;20;COMPRIME DISPERSIBLE
ALDOMET;500;COMPRIME ENROBE
SPECTRUM 750;750;COMPRIME PELLICULE
CHLORURE DE SODIUM LAPROPHAN;0.9;SOLUTION POUR PERFUSION
CRONODINE LP;240;GELULE LP
SKINOSONE NEOMYCINE;0.05 / 0.5;POMMADE
MYCODERME 1%;1;POUDRE POUR APPLICATION LOCALE
LEVAMOX;500 / 62.5;COMPRIME EFFERVESCENT
BUTOVENT 4 MG;4;COMPRIME SECABLE
SAFLU;50 / 25;SUSPENSION POUR INHALATION
ALGIXENE;500;SUPPOSITOIRE
LANPROL;30;GELULE
PENICILLINE G 0,5 MEG;0.5;POUDRE POUR SOLUTION INJECTABLE
FLOXAM;500;PREPARATION INJECTABLE
NEOXIDIL;2;SOLUTION POUR APPLICATION LOCALE
ULCAR;1;COMPRIME SECABLE
BIGUAN 850;850;COMPRIME
SPIBAC 1.5 MUI;1.5;COMPRIME PELLICULE
HIPERDINE;20;COMPRIME
PUREGON;50;POUDRE POUR SOLUTION INJECTABLE
AMOVAS;5;COMPRIME
VOMISTOP 10 MG;10;COMPRIME
EUPANTOL 20 MG;20;COMPRIME GASTRO-RESISTANT
RANTUDIL FORT;60;GELULE
ROVAMYCINE;0.75;COMPRIME PELLICULE
VANCOMYCINE MYLAN;1;POUDRE POUR PERFUSION
LEVOTHYROX;25;COMPRIME SECABLE
ISOPRINOSINE;5;SIROP
GONIOSOL;1.3;COLLYRE
CIALIS;20;COMPRIME PELLICULE
POLYGYNAX;35000 / 100000;CAPSULE VAGINALE
STIEVAMYCINE;0.05 / 4;GEL
NOVOCLIN 500MG/62.5MG;500 / 62.5;POUDRE POUR SUSPENSION BUVABLE
TIEMOZYL;150 / 25;GELULE
TRAVATAN;40;COLLYRE
NORMATENS;100;COMPRIME
MODOPAR;100 / 25;GELULE
NOVEX;2000;SOLUTION INJECTABLE
VOLTARENE;12.5;SUPPOSITOIRE
TAHOR;20;COMPRIME PELLICULE
ARCALION;200;COMPRIME ENROBE
CORTOFTAL;0.1;COLLYRE
SPASFON LYOC;80;LYOPHILISAT ORAL
SPASFON LYOC;80;LYOPHILISAT ORAL
CLAMOXYL;500;GELULE
SANDIMMUN;50;SOLUTION POUR PERFUSION
HERPEVIR;800;COMPRIME
SOLUBACTER;1;SOLUTION POUR APPLICATION LOCALE
SOLUBACTER;1;SOLUTION POUR APPLICATION LOCALE
